transaction_id,customer_id,category,quantity,unit_price,transaction_date
601,78,Home & Kitchen,1,821.76,2026-04-29
602,78,Electronics,1,3308.79,2026-05-02
603,78,Beauty,2,586.74,2026-05-15
604,78,Electronics,1,2560.42,2026-06-19
605,78,Apparel,3,3861.45,2026-06-21
606,78,Apparel,1,3677.33,2026-06-25
607,78,Beauty,3,3059.66,2026-07-18
608,78,Home & Kitchen,3,287.15,2026-07-23
609,79,Beauty,4,3005.21,2025-12-05
610,79,Electronics,3,2658.37,2025-12-24
611,79,Electronics,1,3648.95,2026-03-10
612,79,Beauty,1,1835.54,2026-05-04
613,79,Sports,1,852.22,2026-06-03
614,80,Home & Kitchen,3,2341.92,2024-11-05
615,80,Beauty,4,3425.43,2024-12-27
616,80,Apparel,1,3629.17,2025-03-02
617,80,Apparel,4,3203.13,2025-03-12
618,80,Beauty,1,3949.23,2025-03-13
619,80,Sports,4,2080.4,2025-09-18
620,80,Sports,1,2972.73,2026-01-21
621,80,Apparel,2,2575.82,2026-02-10
622,80,Sports,4,298.43,2026-05-03
623,80,Grocery,1,3182.65,2026-05-23
624,80,Apparel,3,1593.78,2026-07-21
625,81,Sports,4,3432.28,2025-08-10
626,81,Electronics,3,2226.12,2025-09-11
627,81,Electronics,3,709.31,2025-11-07
628,81,Beauty,4,3837.76,2026-01-20
629,81,Sports,3,158.63,2026-01-30
630,81,Sports,1,2733.64,2026-02-02
631,81,Home & Kitchen,3,925.69,2026-02-04
632,81,Sports,4,3266.32,2026-02-06
633,81,Grocery,2,404.22,2026-03-18
634,81,Electronics,3,2633.93,2026-04-07
635,81,Grocery,3,3029.41,2026-06-30
636,81,Home & Kitchen,1,160.42,2026-07-11
637,81,Beauty,2,3536.75,2026-07-21
638,82,Apparel,4,2800.35,2025-02-21
639,82,Beauty,3,2550.85,2025-06-05
640,82,Beauty,3,3103.05,2025-06-06
641,82,Home & Kitchen,1,1160.09,2025-08-02
642,82,Apparel,4,3407.04,2025-08-19
643,82,Sports,1,797.8,2025-09-08
644,82,Beauty,4,3701.42,2026-02-18
645,82,Grocery,4,1198.77,2026-03-19
646,82,Sports,4,220.73,2026-06-06
647,82,Home & Kitchen,2,2860.35,2026-06-18
648,82,Apparel,4,3257.4,2026-06-29
649,82,Apparel,2,678.25,2026-07-21
650,82,Sports,2,1597.62,2026-07-25
651,83,Electronics,4,2004.98,2026-07-04
652,84,Grocery,4,2293.0,2026-05-01
653,84,Grocery,3,1508.13,2026-05-03
654,84,Grocery,4,2294.55,2026-05-07
655,84,Electronics,3,1110.63,2026-06-08
656,84,Beauty,4,974.55,2026-06-09
657,84,Sports,1,2449.91,2026-06-15
658,84,Grocery,4,1278.34,2026-06-16
659,84,Sports,2,725.08,2026-06-22
660,85,Home & Kitchen,4,633.65,2025-09-22
661,86,Apparel,3,2227.94,2025-09-19
662,87,Home & Kitchen,3,1708.59,2026-06-18
663,87,Home & Kitchen,1,3485.05,2026-06-22
664,87,Sports,1,1736.52,2026-06-25
665,87,Electronics,4,3882.76,2026-06-27
666,87,Home & Kitchen,4,1732.4,2026-06-27
667,87,Grocery,3,3416.49,2026-07-01
668,87,Electronics,1,3882.44,2026-07-04
669,87,Beauty,1,2682.21,2026-07-10
670,87,Electronics,1,977.76,2026-07-15
671,87,Home & Kitchen,1,3777.12,2026-07-16
672,87,Beauty,1,3663.07,2026-07-16
673,87,Sports,1,1417.58,2026-07-21
674,87,Grocery,1,3953.55,2026-07-22
675,88,Electronics,4,3038.79,2026-05-02
676,88,Apparel,2,2113.24,2026-05-08
677,88,Home & Kitchen,1,1717.67,2026-06-22
678,88,Home & Kitchen,1,2774.17,2026-06-30
679,88,Home & Kitchen,3,1196.48,2026-07-05
680,89,Home & Kitchen,1,1411.76,2026-03-19
681,89,Grocery,1,1625.56,2026-03-23
682,89,Beauty,2,2204.0,2026-03-30
683,90,Electronics,3,473.36,2025-11-28
684,90,Beauty,1,1770.36,2025-11-28
685,90,Electronics,1,3383.53,2025-12-11
686,90,Electronics,1,1769.5,2026-01-02
687,90,Apparel,2,3346.17,2026-01-09
688,90,Apparel,3,3340.86,2026-01-23
689,90,Electronics,3,1174.24,2026-03-05
690,90,Sports,1,3186.64,2026-03-20
691,90,Electronics,3,1025.57,2026-04-11
692,90,Electronics,2,2513.08,2026-05-19
693,90,Grocery,1,3542.88,2026-07-07
694,90,Sports,4,1838.64,2026-07-14
695,91,Sports,4,2799.66,2025-02-06
696,91,Home & Kitchen,3,2849.09,2025-10-15
697,91,Sports,1,1122.61,2026-05-13
698,91,Grocery,1,3740.16,2026-05-29
699,92,Home & Kitchen,3,628.79,2026-01-23
700,92,Grocery,1,1654.62,2026-05-03
701,93,Grocery,3,3200.35,2025-09-02
702,93,Home & Kitchen,3,1341.63,2026-01-26
703,93,Grocery,2,2237.4,2026-06-16
704,94,Sports,4,1317.95,2024-11-06
705,94,Apparel,2,3391.44,2025-04-01
706,94,Beauty,3,801.74,2025-04-05
707,94,Sports,2,1931.02,2025-07-13
708,94,Electronics,1,2538.38,2026-01-31
709,95,Beauty,1,1638.1,2025-02-01
710,95,Beauty,3,3922.09,2025-03-28
711,95,Electronics,1,1236.01,2025-04-11
712,95,Home & Kitchen,1,3242.27,2025-06-29
713,95,Grocery,3,2343.72,2025-09-02
714,95,Sports,4,2689.91,2025-09-30
715,95,Apparel,3,2376.54,2025-10-09
716,95,Sports,3,3545.92,2025-11-03
717,95,Beauty,4,2023.23,2025-12-08
718,95,Beauty,1,2831.7,2026-01-06
719,95,Electronics,2,3857.01,2026-04-11
720,95,Beauty,1,587.64,2026-06-27
721,95,Grocery,2,3334.36,2026-07-03
722,96,Sports,2,465.54,2025-08-30
723,96,Apparel,4,1307.75,2025-09-13
724,96,Beauty,4,652.59,2025-09-20
725,96,Apparel,4,663.21,2025-10-07
726,96,Electronics,4,2378.08,2025-12-14
727,96,Electronics,2,2719.77,2026-02-05
728,96,Electronics,2,2369.18,2026-02-28
729,97,Electronics,4,2177.07,2026-01-09
730,97,Apparel,4,1467.01,2026-03-30
731,97,Home & Kitchen,1,2563.26,2026-05-07
732,97,Apparel,2,1240.96,2026-06-30
733,97,Apparel,3,1631.33,2026-07-08
734,98,Home & Kitchen,2,2462.67,2026-01-31
735,99,Home & Kitchen,3,3278.34,2025-12-25
736,99,Beauty,3,1463.56,2026-01-15
737,99,Beauty,4,551.22,2026-06-06
738,100,Beauty,2,1677.42,2026-04-24
739,101,Electronics,1,2087.15,2026-01-01
740,101,Sports,4,467.85,2026-02-14
741,101,Apparel,3,3972.27,2026-02-18
742,101,Electronics,1,599.65,2026-04-14
743,101,Grocery,2,1475.7,2026-05-29
744,101,Beauty,2,1813.54,2026-06-17
745,101,Grocery,4,2141.92,2026-06-23
746,102,Home & Kitchen,3,399.5,2026-06-30
747,103,Home & Kitchen,2,2612.37,2026-01-23
748,103,Sports,3,496.47,2026-04-14
749,103,Grocery,1,1850.64,2026-04-17
750,103,Home & Kitchen,1,1288.94,2026-06-18
751,103,Beauty,1,1354.82,2026-06-19
752,103,Beauty,2,1348.63,2026-07-01
753,104,Home & Kitchen,3,311.7,2026-02-02
754,104,Home & Kitchen,4,1808.6,2026-02-07
755,104,Sports,4,177.88,2026-06-18
756,105,Sports,3,3408.58,2024-11-24
757,105,Apparel,2,488.08,2025-01-10
758,105,Beauty,3,1426.13,2026-01-30
759,105,Apparel,2,3052.19,2026-07-07
760,106,Beauty,4,2893.01,2024-10-11
761,106,Electronics,3,1990.9,2025-04-22
762,106,Apparel,2,932.26,2025-06-26
763,106,Electronics,2,2368.84,2025-07-07
764,106,Sports,4,3133.62,2025-10-01
765,106,Apparel,1,761.6,2025-12-05
766,106,Sports,3,204.45,2026-05-12
767,106,Sports,4,1165.03,2026-05-16
768,106,Home & Kitchen,1,2054.42,2026-07-02
769,107,Home & Kitchen,3,3648.38,2025-11-18
770,107,Grocery,4,3305.21,2025-12-26
771,107,Grocery,2,3552.9,2026-01-03
772,107,Apparel,3,821.8,2026-01-12
773,107,Beauty,4,1102.27,2026-02-01
774,107,Beauty,3,2823.94,2026-02-25
775,107,Home & Kitchen,4,2715.87,2026-03-04
776,107,Grocery,4,379.96,2026-03-09
777,107,Beauty,1,903.13,2026-03-17
778,107,Apparel,3,1782.07,2026-03-21
779,107,Sports,1,927.74,2026-03-24
780,107,Grocery,3,1699.53,2026-03-27
781,107,Home & Kitchen,4,1947.81,2026-04-15
782,107,Beauty,4,3071.21,2026-04-16
783,107,Beauty,2,1528.25,2026-05-12
784,107,Sports,1,1274.5,2026-05-13
785,107,Electronics,2,1540.76,2026-05-20
786,107,Grocery,1,1971.86,2026-07-11
787,107,Apparel,1,3494.03,2026-07-12
788,107,Apparel,3,516.11,2026-07-24
789,108,Electronics,2,751.2,2025-12-02
790,109,Home & Kitchen,2,855.6,2026-03-29
791,110,Apparel,1,1959.4,2026-01-20
792,110,Beauty,3,1346.17,2026-02-06
793,110,Home & Kitchen,3,2001.46,2026-04-21
794,110,Apparel,2,3330.92,2026-07-01
795,111,Home & Kitchen,4,2325.33,2025-04-21
796,111,Sports,2,2647.92,2025-05-06
797,111,Sports,4,1085.12,2025-05-17
798,111,Apparel,3,2883.01,2025-06-30
799,111,Sports,2,707.53,2026-02-13
800,111,Electronics,3,959.15,2026-03-04
801,111,Grocery,2,2246.47,2026-06-08
802,111,Home & Kitchen,4,714.11,2026-07-03
803,112,Sports,4,327.87,2025-09-22
804,112,Grocery,3,255.04,2025-09-25
805,112,Beauty,3,608.78,2026-07-06
806,113,Apparel,2,2883.99,2025-05-01
807,113,Home & Kitchen,1,2401.1,2025-05-17
808,113,Sports,4,1917.97,2025-05-21
809,113,Grocery,4,2478.79,2025-07-01
810,113,Grocery,3,2227.49,2025-07-09
811,113,Grocery,1,3443.77,2025-07-16
812,113,Grocery,1,2688.77,2025-08-13
813,113,Grocery,2,1209.47,2025-08-20
814,113,Beauty,3,1420.19,2025-09-02
815,113,Home & Kitchen,1,1149.67,2025-09-28
816,113,Electronics,4,2740.8,2025-11-03
817,113,Grocery,1,908.49,2025-12-10
818,113,Grocery,3,3246.48,2025-12-21
819,113,Grocery,3,1949.32,2025-12-27
820,113,Home & Kitchen,3,3261.85,2026-01-21
821,113,Home & Kitchen,3,2126.12,2026-02-10
822,113,Home & Kitchen,4,2139.48,2026-02-26
823,113,Electronics,4,2344.02,2026-03-05
824,113,Sports,4,3569.92,2026-03-13
825,113,Apparel,4,393.6,2026-04-29
826,113,Grocery,2,3777.27,2026-05-18
827,113,Beauty,1,242.61,2026-06-17
828,113,Grocery,4,2371.33,2026-07-11
829,113,Grocery,2,2311.16,2026-07-18
830,114,Home & Kitchen,1,3499.95,2026-04-27
831,114,Electronics,2,2282.82,2026-05-20
832,115,Apparel,3,1800.82,2025-08-19
833,115,Grocery,4,1526.02,2025-09-19
834,115,Electronics,2,1439.25,2026-06-03
835,115,Grocery,1,3937.55,2026-06-17
836,116,Sports,3,538.87,2025-05-05
837,116,Home & Kitchen,1,3553.49,2025-07-01
838,116,Grocery,1,559.04,2026-03-19
839,116,Beauty,3,2870.42,2026-05-11
840,117,Beauty,2,1375.28,2026-01-05
841,117,Home & Kitchen,1,2595.66,2026-01-09
842,117,Beauty,4,476.03,2026-05-10
843,118,Grocery,2,458.78,2026-07-14
844,119,Home & Kitchen,4,1215.21,2025-07-22
845,120,Electronics,1,3031.23,2026-02-02
846,120,Sports,3,897.43,2026-03-13
847,120,Home & Kitchen,3,540.98,2026-04-23
848,120,Electronics,2,3264.47,2026-04-24
849,120,Sports,1,2194.41,2026-05-17
850,121,Beauty,1,3097.65,2026-05-30
851,122,Beauty,3,3660.58,2025-10-30
852,122,Grocery,2,873.39,2026-01-06
853,122,Grocery,2,1105.43,2026-01-13
854,122,Electronics,1,1474.02,2026-03-15
855,122,Apparel,1,2115.29,2026-04-20
856,122,Home & Kitchen,4,3824.15,2026-06-18
857,122,Grocery,1,2342.31,2026-06-18
858,122,Sports,3,737.18,2026-06-19
859,122,Grocery,3,920.21,2026-07-04
860,123,Apparel,3,1048.96,2025-06-22
861,123,Sports,3,3473.52,2025-07-31
862,123,Electronics,4,572.75,2025-08-04
863,123,Apparel,3,3112.81,2025-08-06
864,123,Electronics,1,2289.77,2025-08-09
865,123,Electronics,1,2500.13,2025-08-22
866,123,Sports,1,3911.22,2025-09-08
867,123,Beauty,4,3523.42,2025-09-09
868,123,Electronics,1,925.45,2025-10-16
869,123,Home & Kitchen,4,1412.4,2025-10-17
870,123,Grocery,4,3121.14,2025-10-18
871,123,Grocery,2,320.3,2025-10-19
872,123,Home & Kitchen,1,2444.61,2025-11-17
873,123,Sports,3,692.61,2025-11-29
874,123,Apparel,1,3681.71,2025-12-08
875,123,Apparel,3,1917.98,2025-12-15
876,123,Home & Kitchen,2,2269.66,2025-12-23
877,123,Home & Kitchen,1,916.04,2025-12-30
878,123,Home & Kitchen,4,198.21,2026-01-14
879,123,Grocery,3,162.47,2026-02-01
880,123,Beauty,2,2403.55,2026-02-02
881,123,Electronics,3,3620.68,2026-03-08
882,123,Apparel,3,588.87,2026-03-18
883,123,Electronics,4,2066.68,2026-03-27
884,123,Grocery,4,1903.28,2026-03-31
885,123,Electronics,2,1387.31,2026-04-05
886,123,Beauty,4,225.64,2026-05-08
887,123,Home & Kitchen,3,3643.2,2026-06-24
888,123,Home & Kitchen,1,2351.39,2026-06-29
889,123,Sports,4,1056.27,2026-07-03
890,123,Sports,3,1875.16,2026-07-12
891,123,Electronics,2,3304.96,2026-07-24
892,124,Home & Kitchen,3,1007.27,2025-11-08
893,124,Grocery,4,966.17,2026-02-08
894,124,Sports,2,678.34,2026-04-25
895,124,Beauty,2,2463.68,2026-06-17
896,125,Home & Kitchen,4,569.35,2025-09-03
897,125,Beauty,4,412.83,2025-12-03
898,125,Apparel,1,1591.97,2025-12-19
899,125,Grocery,2,3519.82,2026-06-23
900,126,Grocery,1,2974.52,2025-11-27
901,127,Apparel,4,1101.4,2026-06-28
902,128,Electronics,2,1297.68,2024-11-10
903,128,Beauty,1,824.77,2024-11-26
904,128,Sports,2,2221.43,2024-12-05
905,128,Home & Kitchen,4,3131.41,2025-01-10
906,128,Home & Kitchen,2,2251.72,2025-01-19
907,128,Grocery,2,345.19,2025-02-03
908,128,Beauty,4,1846.54,2025-02-07
909,128,Home & Kitchen,2,2220.22,2025-03-09
910,128,Apparel,1,2858.84,2025-03-27
911,128,Home & Kitchen,3,2677.83,2025-04-03
912,128,Sports,4,2709.71,2025-04-30
913,128,Sports,3,716.73,2025-08-13
914,128,Electronics,3,1182.68,2025-09-17
915,128,Grocery,3,2781.17,2025-09-18
916,128,Grocery,2,2506.44,2025-09-30
917,128,Beauty,1,1936.02,2025-11-02
918,128,Apparel,4,3686.75,2026-01-17
919,128,Electronics,2,1384.27,2026-02-01
920,128,Grocery,3,845.52,2026-03-21
921,128,Home & Kitchen,4,1999.67,2026-05-05
922,128,Sports,3,391.85,2026-05-09
923,128,Apparel,4,2420.13,2026-05-12
924,128,Electronics,1,323.82,2026-05-29
925,128,Electronics,2,1320.08,2026-07-08
926,128,Home & Kitchen,4,2813.4,2026-07-29
927,129,Home & Kitchen,3,3577.19,2025-08-31
928,130,Electronics,4,1070.35,2025-06-02
929,130,Grocery,4,2739.4,2025-07-22
930,130,Electronics,1,329.64,2025-08-17
931,130,Electronics,2,923.64,2025-09-08
932,130,Apparel,3,1003.59,2025-10-06
933,130,Beauty,2,827.71,2025-10-22
934,130,Home & Kitchen,1,3488.79,2026-01-07
935,130,Apparel,3,2179.71,2026-03-23
936,130,Electronics,1,419.56,2026-03-28
937,130,Apparel,1,3393.52,2026-06-24
938,131,Home & Kitchen,3,1738.87,2025-08-31
939,131,Beauty,4,900.83,2026-06-28
940,132,Grocery,3,694.64,2025-01-15
941,132,Sports,3,2819.8,2025-01-28
942,132,Home & Kitchen,3,1013.73,2025-04-10
943,132,Apparel,2,1297.16,2025-07-10
944,132,Home & Kitchen,2,1547.61,2025-07-18
945,132,Electronics,4,201.56,2025-09-19
946,132,Beauty,4,277.43,2025-10-29
947,132,Electronics,1,943.19,2026-03-14
948,132,Sports,2,3452.28,2026-03-21
949,132,Sports,4,3747.79,2026-05-30
950,132,Home & Kitchen,2,210.97,2026-07-07
951,133,Beauty,2,3646.81,2024-08-10
952,133,Apparel,3,329.02,2024-10-21
953,133,Sports,3,1081.96,2024-10-22
954,133,Apparel,2,405.26,2024-11-04
955,133,Apparel,1,1722.85,2025-05-17
956,133,Apparel,2,1976.9,2025-05-30
957,133,Grocery,4,383.94,2025-09-06
958,133,Sports,1,2033.87,2026-03-04
959,133,Sports,1,3881.04,2026-04-22
960,133,Electronics,3,1832.12,2026-07-01
961,134,Sports,4,960.29,2025-10-11
962,134,Grocery,1,390.35,2026-03-22
963,134,Electronics,3,2031.18,2026-07-08
964,135,Apparel,3,2195.24,2026-04-13
965,135,Electronics,1,1300.48,2026-04-30
966,135,Home & Kitchen,1,1527.53,2026-05-16
967,135,Electronics,3,786.52,2026-06-12
968,135,Beauty,3,1055.77,2026-06-23
969,136,Apparel,4,2775.0,2024-11-18
970,136,Apparel,3,1104.29,2024-11-25
971,136,Sports,1,1336.9,2025-02-25
972,136,Beauty,1,643.86,2025-12-31
973,136,Apparel,1,1587.26,2026-05-14
974,137,Beauty,3,1888.15,2025-05-15
975,137,Electronics,3,807.27,2025-10-23
976,137,Beauty,1,3367.51,2026-01-03
977,137,Home & Kitchen,4,1950.3,2026-02-12
978,137,Grocery,1,701.74,2026-06-14
979,138,Apparel,4,2628.77,2026-07-06
980,139,Beauty,1,2778.59,2026-06-30
981,139,Sports,2,663.86,2026-06-30
982,139,Home & Kitchen,4,1233.26,2026-07-02
983,139,Sports,4,3555.71,2026-07-05
984,139,Apparel,1,3668.24,2026-07-06
985,139,Electronics,4,485.79,2026-07-07
986,139,Electronics,3,3211.97,2026-07-09
987,139,Home & Kitchen,1,3394.54,2026-07-10
988,139,Apparel,1,3288.11,2026-07-12
989,140,Electronics,2,2997.49,2025-02-06
990,140,Grocery,2,2674.09,2025-04-22
991,140,Apparel,1,2978.5,2026-05-09
992,141,Sports,4,3507.33,2024-08-31
993,141,Sports,4,2318.15,2024-11-27
994,141,Electronics,2,1809.42,2025-02-17
995,141,Grocery,2,1145.42,2025-07-04
996,141,Home & Kitchen,2,1559.84,2025-08-22
997,141,Apparel,3,413.84,2026-06-11
998,141,Grocery,1,161.27,2026-06-17
999,142,Sports,2,159.5,2025-12-22
1000,142,Beauty,1,1376.93,2026-04-11
1001,142,Grocery,2,382.87,2026-04-23
1002,142,Electronics,1,3654.42,2026-05-08
1003,142,Sports,2,1124.25,2026-05-11
1004,143,Electronics,4,671.95,2025-03-23
1005,143,Grocery,3,3353.69,2026-02-12
1006,143,Apparel,1,1804.39,2026-02-20
1007,143,Grocery,4,3585.66,2026-03-08
1008,143,Apparel,4,2673.99,2026-06-21
1009,144,Apparel,3,3315.59,2025-07-17
1010,144,Electronics,4,3405.25,2026-06-04
1011,145,Sports,4,3108.64,2025-07-21
1012,145,Grocery,4,1626.89,2025-07-30
1013,145,Beauty,1,3261.47,2025-08-26
1014,145,Grocery,2,3126.69,2025-08-28
1015,145,Beauty,1,284.01,2025-09-23
1016,145,Apparel,3,2783.83,2025-10-17
1017,145,Electronics,3,2198.99,2025-10-25
1018,145,Grocery,3,654.12,2025-12-28
1019,145,Home & Kitchen,1,1495.2,2026-02-28
1020,145,Electronics,3,1108.12,2026-05-04
1021,145,Sports,1,1868.58,2026-05-24
1022,145,Beauty,2,1184.5,2026-06-14
1023,145,Grocery,4,3780.37,2026-06-29
1024,145,Electronics,1,1998.26,2026-07-02
1025,145,Home & Kitchen,1,1444.0,2026-07-25
1026,146,Home & Kitchen,1,633.8,2026-05-02
1027,146,Grocery,3,451.61,2026-05-29
1028,146,Apparel,4,3240.03,2026-07-10
1029,147,Grocery,2,1942.4,2024-09-21
1030,147,Home & Kitchen,2,1258.59,2025-02-09
1031,147,Electronics,2,2641.26,2025-06-01
1032,147,Grocery,1,1777.51,2025-12-19
1033,147,Electronics,1,1490.82,2026-06-13
1034,147,Sports,4,3740.04,2026-07-16
1035,148,Apparel,2,2243.64,2026-01-01
1036,148,Grocery,2,462.08,2026-01-02
1037,148,Beauty,4,2813.31,2026-01-04
1038,148,Sports,4,1329.92,2026-03-17
1039,148,Apparel,2,672.18,2026-03-20
1040,148,Grocery,2,1401.6,2026-04-01
1041,148,Home & Kitchen,1,1168.68,2026-04-24
1042,148,Electronics,2,3453.17,2026-06-17
1043,149,Electronics,2,3409.11,2025-08-26
1044,149,Sports,1,1047.49,2025-08-27
1045,149,Electronics,3,278.53,2025-08-27
1046,149,Electronics,4,3877.63,2025-08-27
1047,149,Home & Kitchen,2,3132.86,2025-09-03
1048,149,Apparel,1,3799.93,2025-09-30
1049,149,Sports,1,172.74,2025-10-14
1050,149,Beauty,1,1915.86,2025-10-14
1051,149,Electronics,1,3924.48,2025-10-16
1052,149,Grocery,3,2340.03,2025-10-21
1053,149,Sports,3,1760.06,2025-11-16
1054,149,Grocery,4,2894.39,2025-11-18
1055,149,Apparel,2,1243.67,2025-12-02
1056,149,Sports,1,1363.42,2026-02-05
1057,149,Home & Kitchen,2,459.73,2026-02-12
1058,149,Grocery,4,1143.23,2026-03-01
1059,149,Electronics,3,404.61,2026-03-08
1060,149,Home & Kitchen,3,2637.16,2026-03-08
1061,149,Electronics,1,3906.13,2026-03-25
1062,149,Grocery,1,1162.18,2026-04-10
1063,149,Home & Kitchen,3,1446.48,2026-04-12
1064,149,Home & Kitchen,4,1067.12,2026-05-15
1065,149,Apparel,2,2815.38,2026-05-20
1066,149,Sports,4,3552.7,2026-06-12
1067,149,Beauty,2,2194.24,2026-07-05
1068,149,Apparel,2,2752.81,2026-07-16
1069,149,Beauty,1,3380.46,2026-07-22
1070,150,Electronics,1,3730.56,2025-01-20
1071,150,Apparel,4,2522.65,2025-03-09
1072,150,Apparel,4,1677.02,2025-05-13
1073,150,Sports,2,1274.64,2026-05-23
1074,151,Grocery,3,2815.42,2026-04-04
1075,152,Beauty,3,1507.37,2026-05-10
1076,152,Home & Kitchen,3,2837.57,2026-05-25
1077,152,Grocery,2,2039.49,2026-06-23
1078,152,Beauty,4,3727.54,2026-06-23
1079,152,Apparel,2,408.11,2026-07-03
1080,152,Sports,4,1871.95,2026-07-09
1081,153,Beauty,4,1683.68,2025-08-07
1082,153,Electronics,2,2614.82,2025-09-18
1083,153,Beauty,2,2873.69,2025-09-29
1084,153,Apparel,3,3008.21,2025-11-16
1085,153,Home & Kitchen,4,2334.68,2025-11-17
1086,153,Electronics,4,3157.31,2026-01-21
1087,153,Beauty,4,225.02,2026-01-23
1088,153,Beauty,1,2593.28,2026-02-04
1089,153,Sports,2,3510.87,2026-03-26
1090,153,Grocery,2,3013.96,2026-04-14
1091,153,Grocery,1,2573.53,2026-05-14
1092,153,Sports,4,3469.07,2026-05-16
1093,153,Home & Kitchen,2,2004.95,2026-05-29
1094,153,Apparel,3,1476.44,2026-06-29
1095,153,Home & Kitchen,2,3863.53,2026-07-12
1096,154,Home & Kitchen,2,2783.11,2026-06-19
1097,155,Beauty,4,474.8,2025-12-13
1098,155,Sports,1,3926.99,2026-01-06
1099,155,Sports,1,2587.31,2026-01-12
1100,155,Electronics,1,2468.99,2026-01-20
1101,155,Grocery,2,3020.57,2026-05-11
1102,155,Beauty,1,1279.71,2026-06-19
1103,156,Grocery,4,248.97,2026-05-18
1104,157,Grocery,4,3176.48,2026-07-01
1105,157,Electronics,4,1213.07,2026-07-02
1106,157,Home & Kitchen,2,2569.43,2026-07-02
1107,157,Electronics,3,3144.38,2026-07-04
1108,157,Beauty,4,1324.13,2026-07-04
1109,157,Sports,1,3004.06,2026-07-05
1110,157,Sports,3,1216.06,2026-07-05
1111,157,Home & Kitchen,1,239.05,2026-07-06
1112,157,Apparel,1,1203.05,2026-07-06
1113,157,Beauty,1,344.65,2026-07-06
1114,157,Beauty,1,1497.22,2026-07-07
1115,157,Grocery,1,945.31,2026-07-08
1116,158,Apparel,1,1186.41,2026-01-17
1117,158,Grocery,3,1718.22,2026-02-01
1118,158,Beauty,1,2986.76,2026-05-23
1119,158,Home & Kitchen,3,3458.9,2026-05-30
1120,158,Home & Kitchen,1,1293.05,2026-06-12
1121,158,Grocery,4,2156.34,2026-07-09
1122,159,Apparel,2,363.64,2025-12-13
1123,159,Sports,2,795.65,2026-07-01
1124,160,Beauty,1,1794.98,2025-01-10
1125,160,Sports,2,3269.7,2025-01-17
1126,160,Grocery,1,3966.99,2025-02-03
1127,160,Apparel,1,1424.94,2025-02-06
1128,160,Apparel,1,3664.48,2025-02-07
1129,160,Grocery,4,410.35,2025-02-15
1130,160,Sports,3,1653.71,2025-03-12
1131,160,Electronics,3,1443.25,2025-03-16
1132,160,Electronics,4,989.3,2025-04-07
1133,160,Grocery,4,1180.48,2025-04-08
1134,160,Grocery,3,1797.01,2025-04-13
1135,160,Grocery,3,2159.79,2025-04-21
1136,160,Beauty,3,411.8,2025-05-13
1137,160,Beauty,1,3887.89,2025-06-08
1138,160,Beauty,2,1523.58,2025-06-13
1139,160,Electronics,1,2635.78,2025-06-16
1140,160,Apparel,4,1700.45,2025-06-22
1141,160,Sports,2,1495.55,2025-07-07
1142,160,Home & Kitchen,1,495.93,2025-07-23
1143,160,Electronics,1,1397.06,2025-07-26
1144,160,Apparel,4,693.81,2025-09-23
1145,160,Electronics,3,947.6,2025-10-20
1146,160,Beauty,1,3372.47,2025-12-08
1147,160,Apparel,1,670.26,2026-01-17
1148,160,Electronics,4,1088.41,2026-01-20
1149,160,Sports,1,3781.28,2026-02-03
1150,160,Grocery,1,3351.86,2026-02-28
1151,160,Apparel,2,2327.8,2026-04-09
1152,160,Home & Kitchen,2,1455.97,2026-05-09
1153,160,Apparel,4,3644.83,2026-06-21
1154,160,Apparel,1,2939.06,2026-06-25
1155,160,Apparel,1,1302.46,2026-07-18
1156,160,Apparel,1,2644.36,2026-07-27
1157,161,Apparel,3,166.58,2025-12-24
1158,161,Electronics,3,3743.17,2026-04-07
1159,161,Apparel,4,2520.93,2026-04-12
1160,161,Apparel,3,3470.72,2026-04-20
1161,161,Sports,1,2430.5,2026-05-26
1162,161,Beauty,4,3032.47,2026-06-27
1163,162,Sports,1,3194.43,2025-02-03
1164,162,Grocery,2,735.33,2025-04-07
1165,162,Sports,4,2630.81,2025-08-02
1166,162,Sports,1,1128.0,2025-10-14
1167,162,Home & Kitchen,3,1055.13,2025-12-25
1168,162,Electronics,1,2644.34,2026-01-23
1169,162,Apparel,3,2867.08,2026-07-20
1170,163,Electronics,2,1444.14,2026-01-22
1171,164,Electronics,4,1003.24,2026-06-06
1172,165,Electronics,3,1573.15,2025-01-12
1173,165,Electronics,3,1787.61,2025-01-17
1174,165,Apparel,4,1911.81,2025-06-04
1175,165,Sports,4,2368.61,2025-07-05
1176,165,Sports,2,3871.93,2025-08-15
1177,165,Beauty,1,3646.46,2025-08-22
1178,165,Home & Kitchen,4,3418.97,2025-10-13
1179,165,Electronics,3,2546.38,2025-11-06
1180,165,Beauty,4,1817.49,2026-03-03
1181,165,Sports,4,3132.31,2026-05-11
1182,165,Electronics,4,1846.71,2026-06-01
1183,165,Home & Kitchen,3,505.23,2026-06-25
1184,165,Electronics,1,563.76,2026-07-10
1185,166,Beauty,3,3647.21,2026-04-15
1186,167,Beauty,1,3156.77,2024-10-01
1187,167,Electronics,1,3897.8,2024-12-06
1188,167,Beauty,2,3455.38,2025-05-27
1189,167,Beauty,2,3750.94,2025-08-21
1190,167,Grocery,2,3711.69,2026-02-11
1191,167,Apparel,2,1875.46,2026-03-17
1192,167,Grocery,3,2284.83,2026-05-19
